latitude,longitude,type,urgency,Baby_Items,Blankets/Bedding,Boats,Cleaning,Clothing,Construction/Repairs,Cooked_Food,Cooking,Counseling/Mental_Health,Driving,Dry_Rations,Evacuation,Food,General_Help,Heavy_Lifting,Hygiene_Products,Medical/Healthcare,Medicine,Other,Search_&_Rescue,Technical_Advisory,Translation/Communication,Transportation,Water,district
7.2905715,80.6337262,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,kandy
6.9091899,79.85398,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,colombo
6.9060787,79.9696277,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,colombo
7.3413492,80.593607,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kandy
6.8747139,79.8988499,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.1689738,79.9480608,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gampaha
7.2954302,80.2366261,Volunteer Contribution,low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,kegalle
6.8579107,79.9161195,Volunteer Contribution,low,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,colombo
6.9711655,79.9222044,Volunteer Contribution,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gampaha
5.9496309,80.5468529,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matara
7.229570772,80.60293494,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kandy
7.149417275,80.07349237,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gampaha
6.9711655,79.9222044,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,gampaha
7.0401497,79.8598923,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gampaha
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,colombo
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.2905715,80.6337262,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,kandy
7.247215705,80.34232331,Volunteer Contribution,low,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,kegalle
7.2905715,80.6337262,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kandy
6.8814717,79.8763476,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.0950718,80.0685664,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,colombo
6.8409891,79.9017187,Volunteer Contribution,low,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,colombo
7.2905715,80.6337262,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kandy
8.05,79.716667,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,puttalam
6.7144066,79.9889824,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kalutara
6.978206899,79.90543127,Volunteer Contribution,low,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,gampaha
6.8900023,79.8803855,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.0409325,79.9400501,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,gampaha
7.876334484,80.77183915,Volunteer Contribution,low,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,matale
7.1246191,80.1143429,Volunteer Contribution,low,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,gampaha
6.782434,80.3675141,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ratnapura
6.8692133,81.0448156,Volunteer Contribution,low,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,badulla
6.6307411,80.0045811,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,colombo
7.081378395,80.03823657,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,gampaha
5.9737109,80.4293545,Volunteer Contribution,low,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,matara
7.0859333,80.0334181,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,gampaha
6.71236693,79.90746975,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,kalutara
6.9189076,79.867713,Volunteer Contribution,low,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,colombo
6.7106361,79.9074262,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,kalutara
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,colombo
6.676142979,79.93085575,Volunteer Contribution,low,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,kalutara
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,colombo
7.00242185,79.94283294,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,gampaha
6.889785947,79.88342011,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,colombo
6.797833505,79.89054769,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,colombo
6.983942155,81.04522059,Volunteer Contribution,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,badulla
6.844512967,79.93433649,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,colombo
7.2561409,80.3540377,Volunteer Contribution,low,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,kegalle
6.849280646,80.05388394,Volunteer Contribution,low,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.1540552,80.0593752,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,gampaha
6.855649841,80.08798189,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
6.9048533,79.9518756,Volunteer Contribution,low,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,colombo
6.839923854,79.92336032,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,colombo
6.8919017,79.8829527,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,colombo
7.2849464,80.6135194,Volunteer Contribution,low,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,kandy
6.9517846,79.9132991,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gampaha
7.130410892,80.02234804,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,gampaha
6.9511189,79.8740747,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.241194257,79.86023486,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gampaha
6.7879304,79.8851142,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
6.9284315,79.8951734,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,colombo
6.8786435,79.867377,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,colombo
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,colombo
7.262994129,80.58650273,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kandy
6.8649081,79.8996789,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,colombo
7.3153819,80.7449309,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kandy
7.1614782,80.5657573,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,kandy
7.2905715,80.6337262,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kandy
7.2869922,80.6933288,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,kandy
6.8510951,79.9212011,Volunteer Contribution,low,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,colombo
7.2869922,80.6933288,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,kandy
5.9415962,80.5810625,Volunteer Contribution,low,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,matara
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,colombo
6.222120006,80.16522584,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,kalutara
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,colombo
7.139054419,80.09458789,Volunteer Contribution,low,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,gampaha
6.925932562,79.88482979,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,colombo
8.041643216,80.95326776,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,polonnaruwa
6.7951349,79.8874739,Volunteer Contribution,low,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,colombo
5.9496309,80.5468529,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,matara
6.0328948,80.2167912,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,galle
6.9954278,79.9189118,Volunteer Contribution,low,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,gampaha
6.999902681,79.95090404,Volunteer Contribution,low,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,gampaha
6.863941843,79.95089826,Volunteer Contribution,low,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,colombo
6.864010627,79.95082473,Volunteer Contribution,low,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,colombo
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,colombo
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,colombo
6.881033821,79.89773188,Volunteer Contribution,low,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,colombo
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,colombo
6.9406938,79.8811094,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,colombo
7.0477897,79.8970348,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gampaha
6.790019837,79.91840628,Volunteer Contribution,low,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,colombo
6.978286709,79.91228818,Volunteer Contribution,low,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,gampaha
6.3731028,80.3575128,Volunteer Contribution,low,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,galle
6.9284315,79.8951734,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,colombo
6.7106361,79.9074262,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kalutara
6.8946383,79.9441929,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kalutara
7.1275569,79.8957248,Volunteer Contribution,low,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,gampaha
6.9934009,81.0549815,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,badulla
7.1275569,79.8957248,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,gampaha
6.772306683,79.91713385,Volunteer Contribution,low,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.2905715,80.6337262,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kandy
6.8860799,79.9626354,Volunteer Contribution,low,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,colombo
7.2798254,80.6845479,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,kandy
7.2522591,80.4519446,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,kegalle
7.474771,80.3625148,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,kurunegala
6.7906269,79.8896223,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,colombo
6.7880079,79.885056,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,colombo
6.9038844,79.9551084,Volunteer Contribution,low,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,colombo
6.0632692,80.2035676,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,galle
6.8017575,79.9227313,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,colombo
6.92556025,79.8822935,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,colombo
6.8411652,79.9654324,Volunteer Contribution,low,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,colombo
7.2245299,80.0192803,Volunteer Contribution,low,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,gampaha
6.84551137,80.00364927,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,colombo
6.03646656,80.23250626,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,galle
6.9928442,79.8763576,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,gampaha
6.701696844,79.92665888,Volunteer Contribution,low,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,kalutara
7.2879674,80.7276783,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,kandy
6.8979941,79.9222869,Volunteer Contribution,low,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,colombo
6.82547173,80.13915714,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,colombo
6.8731332,81.0491074,Volunteer Contribution,low,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,badulla
6.815503115,79.96108968,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,colombo
7.3306613,80.1232513,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,gampaha
6.892366,79.8770024,Volunteer Contribution,low,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
6.9487664,79.8604831,Volunteer Contribution,low,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,colombo
6.845330577,79.93013681,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,colombo
6.905469695,79.88053881,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,colombo
6.870701648,79.87171061,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,colombo
6.886473,79.8562826,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,colombo
6.9934009,81.0549815,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,badulla
6.9124392,79.8494893,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,colombo
7.3944146,80.5521785,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,kandy
6.657693531,80.69982498,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,ratnapura
6.8207924,79.9601856,Volunteer Contribution,low,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,colombo
6.9573101,79.8992459,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gampaha
6.7144066,79.9889824,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,kalutara
6.8517315,79.8785705,Volunteer Contribution,low,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,colombo
6.984285527,79.95696583,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gampaha
6.8889391,79.8702182,Volunteer Contribution,low,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,colombo
6.7229806,80.0646682,Volunteer Contribution,low,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,kalutara
6.863712339,79.90729809,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
7.0457711,80.2538059,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,kegalle
7.0485239,79.9810765,Volunteer Contribution,low,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,gampaha
6.9059807,79.8870379,Volunteer Contribution,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,colombo
6.8689015,79.8902806,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,colombo
6.8246473,79.9131973,Volunteer Contribution,low,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,colombo
6.840877457,79.92645171,Volunteer Contribution,low,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,colombo
6.8979941,79.9222869,Volunteer Contribution,low,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,colombo
6.852767,79.9035846,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,colombo
7.294184,80.7380716,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,kandy
6.9054597,79.9559921,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,colombo
7.467465,80.6234161,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,matale
6.90797211,79.96496709,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,colombo
7.290006,80.6386389,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,kandy
6.8978344,80.0814292,Volunteer Contribution,low,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
6.9284315,79.8951734,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,colombo
6.9233546,79.9227055,Volunteer Contribution,low,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
6.927108481,79.94098663,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,colombo
6.9270786,79.861243,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,colombo
6.9057611,79.9835848,Volunteer Contribution,low,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,colombo
7.0623959,79.9668308,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gampaha
6.8259683,80.0014748,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,colombo
6.992476826,79.87161398,Volunteer Contribution,low,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,gampaha
7.2905715,80.6337262,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kandy
6.929061,79.9827754,Volunteer Contribution,low,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,colombo
6.91232189,79.96556355,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,colombo
6.8780032,79.8851072,Volunteer Contribution,low,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,colombo
5.9496309,80.5468529,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,matara
6.878735,79.876104,Volunteer Contribution,low,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,colombo
6.8463993,79.9484346,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,colombo
6.8637306,79.8937333,Volunteer Contribution,low,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,colombo
6.60843038,80.62374114,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ratnapura
6.8741798,79.9032167,Volunteer Contribution,low,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,colombo
5.9739747,80.3621595,Volunteer Contribution,low,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,galle
6.9671024,79.8717861,Volunteer Contribution,low,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,colombo
6.9424282,79.9045771,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,colombo
6.8510951,79.9212011,Volunteer Contribution,low,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,colombo
6.0515591,80.2572225,Volunteer Contribution,low,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,galle
6.9195342,79.8477057,Volunteer Contribution,low,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colombo
